p,v,cp,rcp,a,ba,sa,hl,pcp,t
19850.0,500,700.0,0.0,BU,1900.0,0.0,False,-100.0,14:00:46
19950.0,100,800.0,0.0,BU,1400.0,0.0,False,50.0,14:00:46
19900.0,300,750.0,0.0,BU,1300.0,0.0,False,0.0,14:00:46
19900.0,100,750.0,0.0,BU,1000.0,0.0,False,400.0,14:00:46
19500.0,600,350.0,0.0,BU,900.0,0.0,False,0.0,10:20:42
19500.0,100,350.0,0.0,BU,300.0,0.0,False,50.0,10:20:42
19450.0,100,300.0,0.0,BU,200.0,0.0,False,-50.0,10:20:42
19500.0,100,350.0,0.0,BU,100.0,0.0,False,0.0,09:29:21
